,IDENTIFIER,GSM1338298,GSM1338302,GSM1338306,GSM1338297,GSM1338301,GSM1338305,GSM1338296,GSM1338300,GSM1338304,GSM1338295,GSM1338299,GSM1338303,GO:Process,GO:Process ID,apoptosis_related
7097,LDHA,7895.13,7815.767667,8284.728000000001,7930.330333,8226.225667,8917.277,5376.088333,5922.196667,5166.464667,6672.732667,6141.259,6135.522,NAD metabolic process///cell-cell adhesion///glycolytic process///lactate metabolic process///oxidation-reduction process///positive regulation of apoptotic process///post-embryonic organ development///pyruvate metabolic process///response to cAMP///response to drug///response to estrogen///response to glucose///response to hydrogen peroxide///response to hypoxia///response to nutrient,GO:0019674///GO:0098609///GO:0006096///GO:0006089///GO:0055114///GO:0043065///GO:0048569///GO:0006090///GO:0051591///GO:0042493///GO:0043627///GO:0009749///GO:0042542///GO:0001666///GO:0007584,True
7100,LDHB,5620.34,6216.85,5502.48,5244.88,5277.65,4571.44,1453.51,1331.82,2866.22,1164.57,1322.95,2236.11,NAD metabolic process///carbohydrate metabolic process///lactate metabolic process///oxidation-reduction process///pyruvate metabolic process,GO:0019674///GO:0005975///GO:0006089///GO:0055114///GO:0006090,False
7103,LDLR,4114.87,2942.82,3268.2,5136.42,5130.51,3540.23,4901.13,4282.88,4464.03,5228.22,5832.76,4982.52,cholesterol homeostasis///cholesterol import///cholesterol metabolic process///cholesterol transport///endocytosis///intestinal cholesterol absorption///lipid metabolic process///lipoprotein catabolic process///low-density lipoprotein particle clearance///phospholipid transport///positive regulation of triglyceride biosynthetic process///receptor-mediated endocytosis///regulation of cholesterol homeostasis///regulation of phosphatidylcholine catabolic process///viral entry into host cell,GO:0042632///GO:0070508///GO:0008203///GO:0030301///GO:0006897///GO:0030299///GO:0006629///GO:0042159///GO:0034383///GO:0015914///GO:0010867///GO:0006898///GO:2000188///GO:0010899///GO:0046718,False
7106,LDOC1,1300.41,1800.79,1501.69,1531.06,1379.29,1279.85,100.492,95.9027,96.3343,103.445,102.307,100.742,negative regulation of cell proliferation,GO:0008285,False
7122,LEPROT,1297.79,1188.33,1655.06,1475.75,1403.72,1407.56,2579.48,3028.04,2466.3,2271.11,2379.36,2443.91,negative regulation of JAK-STAT cascade///negative regulation of growth hormone receptor signaling pathway///negative regulation of protein localization to cell surface///positive regulation of protein targeting to mitochondrion,GO:0046426///GO:0060400///GO:2000009///GO:1903955,False
7126,LGALS1,14324.5,12206.4,14968.0,16407.4,16354.0,14914.0,5832.76,7593.39,5581.5,4949.85,4923.59,5340.56,T cell costimulation///apoptotic process///cellular response to glucose stimulus///cellular response to organic cyclic compound///multicellular organismal response to stress///myoblast differentiation///negative regulation of cell-substrate adhesion///negative regulation of neuron projection development///plasma cell differentiation///positive regulation of I-kappaB kinase/NF-kappaB signaling///NOT positive regulation of dendritic cell differentiation///positive regulation of erythrocyte aggregation///positive regulation of viral entry into host cell///regulation of apoptotic process///response to axon injury///response to drug///signal transduction,GO:0031295///GO:0006915///GO:0071333///GO:0071407///GO:0033555///GO:0045445///GO:0010812///GO:0010977///GO:0002317///GO:0043123///NOT GO:2001200///GO:0034120///GO:0046598///GO:0042981///GO:0048678///GO:0042493///GO:0007165,True
7170,LILRB1,2002.406,1825.9535,1921.3846,2250.0094,2243.6615,1985.4720000000002,2125.3685,1988.23605,2030.69225,2154.59495,2224.66395,2103.9825,"Fc receptor mediated inhibitory signaling pathway///T cell proliferation involved in immune response///adaptive immune response///cellular response to lipopolysaccharide///defense response to virus///dendritic cell differentiation///immune response-inhibiting cell surface receptor signaling pathway///interferon-gamma production///interferon-gamma secretion///negative regulation of CD8-positive, alpha-beta T cell activation///negative regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell///negative regulation of T cell mediated cytotoxicity///negative regulation of T cell proliferation///negative regulation of alpha-beta T cell activation///negative regulation of calcium ion transport///negative regulation of cell cycle///negative regulation of cytokine secretion involved in immune response///negative regulation of dendritic cell apoptotic process///negative regulation of dendritic cell differentiation///negative regulation of endocytosis///negative regulation of interferon-beta secretion///negative regulation of interferon-gamma biosynthetic process///negative regulation of interferon-gamma production///negative regulation of interleukin-10 secretion///negative regulation of interleukin-12 secretion///negative regulation of mononuclear cell proliferation///negative regulation of natural killer cell mediated cytotoxicity///negative regulation of osteoclast development///negative regulation of serotonin secretion///negative regulation of transforming growth factor-beta secretion///negative regulation of tumor necrosis factor biosynthetic process///positive regulation of apoptotic process///positive regulation of cytolysis///positive regulation of cytolysis///positive regulation of defense response to virus by host///positive regulation of gamma-delta T cell activation involved in immune response///positive regulation of gene expression///positive regulation of transcription from RNA polymerase II promoter///receptor internalization///regulation of immune response///response to virus///signal transduction",GO:0002774///GO:0002309///GO:0002250///GO:0071222///GO:0051607///GO:0097028///GO:0002767///GO:0032609///GO:0072643///GO:2001186///GO:2001189///GO:0001915///GO:0042130///GO:0046636///GO:0051926///GO:0045786///GO:0002740///GO:2000669///GO:2001199///GO:0045806///GO:0035548///GO:0045077///GO:0032689///GO:2001180///GO:2001183///GO:0032945///GO:0045953///GO:2001205///GO:0014063///GO:2001202///GO:0042536///GO:0043065///GO:0045919///GO:0045919///GO:0002230///GO:2001193///GO:0010628///GO:0045944///GO:0031623///GO:0050776///GO:0009615///GO:0007165,True
7172,LILRB3,4112.10565,3448.38835,4035.0585,5242.596,4352.1514,4256.277,4422.999,3971.426,3608.091,4410.312,4430.4775,4490.00795,adaptive immune response///cell surface receptor signaling pathway///defense response///negative regulation of osteoclast differentiation,GO:0002250///GO:0007166///GO:0006952///GO:0045671,False
7175,LIMA1,1062.86,1096.06,1342.68,1837.94,1954.65,1950.66,1109.67,1106.53,984.825,942.972,949.5010000000001,887.762,actin filament bundle assembly///cell-cell adhesion///negative regulation of actin filament depolymerization///ruffle organization,GO:0051017///GO:0098609///GO:0030835///GO:0031529,False
7176,LIMCH1,93.0359,100.035,106.765,93.2085,98.8957,93.9142,2013.26,2076.09,1661.6,1560.85,1423.85,1181.94,actomyosin structure organization,GO:0031032,False
7198,LIPA,1930.89,2095.17,1695.21,3189.72,2857.91,2946.82,2008.84,1877.18,1624.23,1937.15,1867.84,1552.93,cell morphogenesis///cell proliferation///cytokine production///fatty acid metabolic process///homeostasis of number of cells within a tissue///inflammatory response///lipid catabolic process///lung development///sterol metabolic process///tissue remodeling,GO:0000902///GO:0008283///GO:0001816///GO:0006631///GO:0048873///GO:0006954///GO:0016042///GO:0030324///GO:0016125///GO:0048771,False
7210,LITAF,578.504,551.247,606.32,601.751,578.826,457.583,2807.33,2350.83,2157.71,2880.41,2733.55,2438.77,"aging///apoptotic process///cellular response to lipopolysaccharide///negative regulation of NF-kappaB import into nucleus///positive regulation of I-kappaB kinase/NF-kappaB signaling///regulation of cytokine production///regulation of transcription from RNA polymerase II promoter///signal transduction///transcription, DNA-templated",GO:0007568///GO:0006915///GO:0071222///GO:0042347///GO:0043123///GO:0001817///GO:0006357///GO:0007165///GO:0006351,True
7220,LMBRD1,890.342,803.28,883.007,1348.94,1321.09,884.22,1326.36,1379.29,1433.79,1367.23,1531.06,1442.65,cobalamin metabolic process///cobalamin transport///insulin receptor internalization///negative regulation of glucose import///negative regulation of insulin receptor signaling pathway///negative regulation of protein kinase B signaling///viral process,GO:0009235///GO:0015889///GO:0038016///GO:0046325///GO:0046627///GO:0051898///GO:0016032,False
7224,LMNA,1869.892,1408.8095,2083.371,2959.97,2688.025,2356.72,1334.004,1416.9605,1397.219,1586.265,1545.12,1494.342,IRE1-mediated unfolded protein response///cellular response to hypoxia///establishment or maintenance of microtubule cytoskeleton polarity///mitotic nuclear envelope disassembly///mitotic nuclear envelope reassembly///negative regulation of adipose tissue development///negative regulation of extrinsic apoptotic signaling pathway///negative regulation of release of cytochrome c from mitochondria///positive regulation of cell aging///positive regulation of osteoblast differentiation///protein localization to nucleus///regulation of cell migration///regulation of protein localization to nucleus///response to mechanical stimulus///spermatogenesis///sterol regulatory element binding protein import into nucleus///ventricular cardiac muscle cell development,GO:0036498///GO:0071456///GO:0030951///GO:0007077///GO:0007084///GO:1904178///GO:2001237///GO:0090201///GO:0090343///GO:0045669///GO:0034504///GO:0030334///GO:1900180///GO:0009612///GO:0007283///GO:0035105///GO:0055015,True
7225,LMNB2,1162.58,1419.34,1450.2,1218.65,1361.77,1507.14,1112.61,1348.94,1059.06,1070.04,1026.01,889.295,biological_process,GO:0008150,False
7231,LMO4,3557.93,4528.425,4034.93,4965.68,4996.805,5756.985,3073.825,2862.635,2682.45,3697.675,3419.86,3597.165,negative regulation of protein complex assembly///neural tube closure///positive regulation of kinase activity///positive regulation of transcription from RNA polymerase II promoter///regulation of cell activation///regulation of cell fate specification///regulation of cell migration///spinal cord association neuron differentiation///spinal cord motor neuron differentiation///thymus development///transcription from RNA polymerase II promoter///ventral spinal cord interneuron differentiation///ventricular septum development,GO:0031333///GO:0001843///GO:0033674///GO:0045944///GO:0050865///GO:0042659///GO:0030334///GO:0021527///GO:0021522///GO:0048538///GO:0006366///GO:0021514///GO:0003281,False
7249,LONP1,963.237,1047.28,1060.73,970.883,917.046,896.922,804.5269999999999,725.7669999999999,545.346,667.201,605.029,445.361,aging///cellular response to oxidative stress///cellular response to oxidative stress///chaperone-mediated protein complex assembly///misfolded or incompletely synthesized protein catabolic process///mitochondrial DNA metabolic process///mitochondrial genome maintenance///mitochondrion organization///oxidation-dependent protein catabolic process///protein homooligomerization///proteolysis involved in cellular protein catabolic process///regulation of mitochondrial DNA replication///response to aluminum ion///response to hormone///response to hypoxia,GO:0007568///GO:0034599///GO:0034599///GO:0051131///GO:0006515///GO:0032042///GO:0000002///GO:0007005///GO:0070407///GO:0051260///GO:0051603///GO:0090296///GO:0010044///GO:0009725///GO:0001666,False
7255,LOX,2297.29,2342.8,2929.61,3338.35,3721.58,4740.74,159.85299999999998,117.319,137.77100000000002,162.28799999999998,147.64700000000002,170.63099999999997,aorta development///cellular protein modification process///collagen fibril organization///elastic fiber assembly///extracellular matrix organization///heart development///lung development///oxidation-reduction process///response to drug///response to steroid hormone///wound healing,GO:0035904///GO:0006464///GO:0030199///GO:0048251///GO:0030198///GO:0007507///GO:0030324///GO:0055114///GO:0042493///GO:0048545///GO:0042060,False
7273,LPIN1,808.312,908.5169999999999,688.59,1546.45,1316.11,805.279,1301.8,1395.79,985.1460000000001,1236.68,1442.12,1036.68,"cellular response to insulin stimulus///dephosphorylation///fatty acid catabolic process///fatty acid catabolic process///mitotic nuclear envelope disassembly///organ regeneration///phosphatidylcholine biosynthetic process///phosphatidylethanolamine biosynthetic process///positive regulation of transcription from RNA polymerase II promoter///transcription, DNA-templated///triglyceride biosynthetic process///triglyceride biosynthetic process///triglyceride mobilization",GO:0032869///GO:0016311///GO:0009062///GO:0009062///GO:0007077///GO:0031100///GO:0006656///GO:0006646///GO:0045944///GO:0006351///GO:0019432///GO:0019432///GO:0006642,False
7277,LPP,1228.8045,1118.993,945.446,1368.8905,1381.8829999999998,1001.507,452.634,380.348,361.5355,531.8135,510.601,419.6945,biological_process///cell adhesion,GO:0008150///GO:0007155,False
7298,LRP10,1824.77,1914.89,1660.1,2454.77,2272.97,1933.7,731.0930000000001,796.54,725.393,966.428,811.918,762.5360000000001,inner ear development///lipid metabolic process///lipid transport///receptor-mediated endocytosis,GO:0048839///GO:0006629///GO:0006869///GO:0006898,False
